OrderID,Date,Product,Region,Customer,Quantity,UnitPrice,Sales
1175,2025-04-12,USB-C Hub,West,Customer J,7,245.63,2159.17
1592,2025-04-12,Mechanical Keyboard,East,Customer G,4,532.39,2675.64
1147,2025-04-12,Noise Cancelling Headphones,North,Customer G,5,474.76,2984.09
1302,2025-04-14,USB-C Hub,South,Customer M,4,282.84,1422.98
1020,2025-04-14,Laptop Pro,West,Customer G,6,260.29,1965.34
1166,2025-04-14,Mechanical Keyboard,East,Customer E,6,656.57,4960.12
1517,2025-04-15,Desk Lamp,South,Customer C,1,1193.86,1503.98
1167,2025-04-15,Laptop Pro,North,Customer D,6,197.66,1494.82
1043,2025-04-16,Wireless Mouse,South,Customer N,3,170.81,646.23
1059,2025-04-16,4K Monitor,South,Customer I,4,85.54,431.73
1061,2025-04-19,Laptop Pro,North,Customer M,8,828.61,8368.55
1570,2025-04-19,Mechanical Keyboard,East,Customer L,1,1103.34,1393.63
1093,2025-04-21,Wireless Mouse,South,Customer G,6,66.83,506.75
1246,2025-04-21,Wireless Mouse,North,Customer I,6,829.95,6296.54
1483,2025-04-22,Laptop Pro,North,Customer I,4,359.25,1817.96
1115,2025-04-22,USB-C Hub,East,Customer I,7,727.27,6443.93
1304,2025-04-22,Laptop Pro,North,Customer D,7,1175.09,10417.3
1350,2025-04-22,Noise Cancelling Headphones,West,Customer H,2,529.07,1340.78
1423,2025-04-23,Webcam HD,West,Customer B,9,630.05,7188.88
1442,2025-04-26,4K Monitor,East,Customer C,3,16.6,63.17
1455,2025-04-26,Noise Cancelling Headphones,East,Customer E,6,285.46,2173.69
1439,2025-04-27,Wireless Mouse,South,Customer F,4,628.78,3193.66
1406,2025-04-27,Noise Cancelling Headphones,East,Customer B,2,147.14,373.87
1243,2025-04-28,Noise Cancelling Headphones,East,Customer L,3,1112.76,4243.35
1467,2025-04-28,Webcam HD,South,Customer B,9,104.59,1197.15
1114,2025-04-28,Laptop Pro,West,Customer N,7,454.84,4051.34
1317,2025-05-01,Office Chair,South,Customer D,3,861.03,3288.59
1249,2025-05-02,Office Chair,West,Customer D,5,174.31,1110.17
1185,2025-05-02,Wireless Mouse,North,Customer N,3,757.09,2894.64
1065,2025-05-03,Wireless Mouse,West,Customer D,7,452.33,4037.44
1538,2025-05-03,Standing Desk,North,Customer L,6,308.1,2358.43
1197,2025-05-04,USB-C Hub,West,Customer A,1,658.48,840.52
1176,2025-05-04,4K Monitor,North,Customer D,6,83.31,638.39
1224,2025-05-06,Laptop Pro,South,Customer I,7,699.08,6252.97
1593,2025-05-07,Wireless Mouse,West,Customer E,9,702.41,8082.05
1125,2025-05-09,Standing Desk,East,Customer J,6,45.16,346.59
1106,2025-05-09,Wireless Mouse,West,Customer J,4,544.01,2784.9
1310,2025-05-11,Laptop Pro,South,Customer I,2,611.15,1565.12
1553,2025-05-11,Wireless Mouse,South,Customer D,4,1019.93,5226.67
1524,2025-05-12,Office Chair,West,Customer N,9,101.6,1172.08
1153,2025-05-14,Wireless Mouse,East,Customer D,1,1081.6,1387.12
1419,2025-05-17,Mechanical Keyboard,West,Customer N,4,720.23,3696.62
1019,2025-05-18,4K Monitor,East,Customer G,4,347.61,1785.06
1207,2025-05-19,4K Monitor,North,Customer F,8,956.14,9825.1
1501,2025-05-19,Webcam HD,West,Customer O,9,559.7,6473.65
1544,2025-05-19,Desk Lamp,East,Customer A,1,606.19,779.44
1179,2025-05-20,Office Chair,South,Customer B,5,1160.2,7462.86
1401,2025-05-21,Office Chair,East,Customer M,9,251.07,2908.47
1413,2025-05-23,USB-C Hub,East,Customer I,1,37.9,48.81
1094,2025-05-24,Webcam HD,North,Customer O,5,160.76,1035.68
1421,2025-05-25,Laptop Pro,West,Customer J,6,564.95,4369.83
1229,2025-05-25,USB-C Hub,North,Customer I,9,920.97,10690.94
1230,2025-05-28,Desk Lamp,South,Customer M,6,694.63,5378.45
1488,2025-05-28,Standing Desk,North,Customer B,3,189.55,734.21
1398,2025-06-03,Laptop Pro,West,Customer F,5,779.13,5032.48
1053,2025-06-04,Laptop Pro,South,Customer O,3,1146.75,4446.48
1376,2025-06-09,Noise Cancelling Headphones,South,Customer L,9,527.78,6142.51
1365,2025-06-12,Laptop Pro,South,Customer I,4,916.83,4744.86
1002,2025-06-14,4K Monitor,North,Customer J,2,1141.38,2955.01
1596,2025-06-15,Laptop Pro,East,Customer E,7,349.76,3170.96
1259,2025-06-16,Office Chair,West,Customer B,4,996.74,5166.41
1181,2025-06-17,Standing Desk,North,Customer M,4,426.52,2211.92
1537,2025-06-20,Laptop Pro,North,Customer I,8,866.22,8989.02
1162,2025-06-21,Laptop Pro,West,Customer B,9,1153.95,13478.68
1387,2025-06-21,Desk Lamp,South,Customer N,9,793.96,9278.6
1332,2025-06-23,Office Chair,East,Customer F,1,15.16,19.7
1443,2025-06-25,USB-C Hub,South,Customer N,9,370.26,4331.49
1502,2025-06-25,Laptop Pro,West,Customer N,3,662.69,2585.49
1360,2025-06-27,Wireless Mouse,West,Customer I,1,20.17,26.24
1573,2025-07-01,Laptop Pro,South,Customer G,9,438.19,5134.07
1509,2025-07-02,Noise Cancelling Headphones,East,Customer M,8,1014.72,10573.42
1266,2025-07-04,USB-C Hub,East,Customer O,1,907.81,1183.03
1372,2025-07-04,Wireless Mouse,East,Customer C,9,72.1,846.06
1216,2025-07-04,Noise Cancelling Headphones,East,Customer G,8,712.65,7437.26
1052,2025-07-07,Laptop Pro,North,Customer F,1,991.19,1293.68
1447,2025-07-07,Laptop Pro,South,Customer N,6,42.96,336.59
1514,2025-07-08,Office Chair,North,Customer G,3,1153.34,4520.55
1152,2025-07-08,Desk Lamp,East,Customer I,3,357.76,1402.97
1071,2025-07-08,Mechanical Keyboard,North,Customer F,8,435.4,4555.49
1424,2025-07-09,Laptop Pro,West,Customer G,7,817.89,7491.54
1599,2025-07-10,Laptop Pro,North,Customer M,6,1136.55,8927.7
1011,2025-07-12,Noise Cancelling Headphones,South,Customer M,5,69.09,452.49
1024,2025-07-13,Webcam HD,East,Customer N,1,274.6,359.87
1251,2025-07-13,4K Monitor,East,Customer A,3,440.08,1731.08
1119,2025-07-14,Laptop Pro,West,Customer H,5,212.73,1395.35
1588,2025-07-14,Noise Cancelling Headphones,West,Customer J,8,1042.12,10942.43
1566,2025-07-14,Office Chair,East,Customer M,5,916.79,6019.59
1072,2025-07-15,4K Monitor,West,Customer C,6,1130.94,8915.36
1110,2025-07-15,USB-C Hub,South,Customer N,1,1101.21,1447.57
1195,2025-07-18,Desk Lamp,North,Customer O,9,61.76,731.04
1008,2025-07-21,Noise Cancelling Headphones,East,Customer A,5,316.45,2082.02
1457,2025-07-24,USB-C Hub,East,Customer B,5,588.63,3874.74
1252,2025-07-25,4K Monitor,West,Customer G,3,968.26,3826.16
1549,2025-07-26,4K Monitor,North,Customer A,3,285.98,1130.65
1318,2025-07-26,Wireless Mouse,South,Customer M,3,989.7,3914.85
1088,2025-07-28,Noise Cancelling Headphones,South,Customer E,2,28.87,76.17
1158,2025-07-28,Laptop Pro,West,Customer E,9,729.49,8665.46
1205,2025-07-29,Mechanical Keyboard,South,Customer F,4,951.75,5027.27
1143,2025-07-29,Office Chair,South,Customer M,3,1157.36,4587.32
1236,2025-07-29,Laptop Pro,West,Customer K,6,1018.66,8079.22
1375,2025-07-30,Wireless Mouse,East,Customer G,2,607.98,1608.15
1347,2025-07-30,Laptop Pro,East,Customer G,2,386.32,1022.36
1395,2025-07-31,Desk Lamp,North,Customer A,9,787.19,9379.26
1029,2025-07-31,USB-C Hub,East,Customer H,2,692.88,1835.5
1513,2025-08-01,Laptop Pro,South,Customer L,8,301.74,3198.95
1595,2025-08-01,4K Monitor,West,Customer M,4,914.15,4848.2
1032,2025-08-01,Office Chair,North,Customer A,8,1119.13,11876.6
1308,2025-08-03,Laptop Pro,East,Customer D,5,160.66,1066.15
1064,2025-08-03,Laptop Pro,South,Customer K,3,555.64,2213.47
1276,2025-08-03,Laptop Pro,East,Customer I,9,497.42,5947.62
1265,2025-08-07,Laptop Pro,West,Customer E,3,184.28,734.84
1458,2025-08-11,Mechanical Keyboard,South,Customer K,8,900.72,9582.82
1124,2025-08-12,Mechanical Keyboard,East,Customer M,7,198.03,1844.42
1039,2025-08-12,Standing Desk,East,Customer A,1,1050.95,1399.04
1356,2025-08-16,Desk Lamp,East,Customer M,8,600.17,6394.87
1202,2025-08-17,4K Monitor,East,Customer D,8,647.06,6897.94
1301,2025-08-18,Mechanical Keyboard,North,Customer G,8,579.58,6181.67
1097,2025-08-18,USB-C Hub,West,Customer L,8,879.07,9380.66
1476,2025-08-21,Standing Desk,South,Customer N,2,976.18,2605.54
1018,2025-08-21,Office Chair,West,Customer A,9,738.77,8877.82
1080,2025-08-22,Laptop Pro,West,Customer M,3,740.9,2969.29
1417,2025-08-22,Office Chair,West,Customer C,5,494.08,3301.84
1490,2025-08-26,Office Chair,North,Customer E,9,762.64,9178.42
1284,2025-08-27,Desk Lamp,East,Customer C,8,634.25,6788.49
1393,2025-08-27,Wireless Mouse,West,Customer H,8,364.93,3907.86
1161,2025-08-27,USB-C Hub,South,Customer C,2,356.76,955.57
1410,2025-08-29,Laptop Pro,North,Customer E,2,32.41,86.85
1091,2025-08-29,Webcam HD,West,Customer L,8,590.91,6337.24
1493,2025-08-31,Desk Lamp,South,Customer I,3,1150.15,4627.87
1416,2025-09-01,Laptop Pro,West,Customer K,8,599.04,6430.83
1563,2025-09-02,Mechanical Keyboard,South,Customer D,2,1104.64,2966.12
1113,2025-09-03,4K Monitor,South,Customer B,3,704.91,2840.59
1105,2025-09-03,Mechanical Keyboard,North,Customer F,6,949.95,7659.86
1245,2025-09-05,USB-C Hub,South,Customer J,6,580.06,4679.6
1037,2025-09-06,Noise Cancelling Headphones,South,Customer N,6,424.09,3423.02
1520,2025-09-06,Desk Lamp,North,Customer B,8,689.9,7428.35
1312,2025-09-07,4K Monitor,South,Customer A,3,709.25,2865.18
1450,2025-09-07,Noise Cancelling Headphones,East,Customer G,2,939.75,2532.15
1141,2025-09-07,Mechanical Keyboard,South,Customer K,3,47.63,192.6
1522,2025-09-09,4K Monitor,West,Customer I,7,532.84,5030.05
1054,2025-09-11,Laptop Pro,East,Customer I,8,988.12,10665.76
1165,2025-09-12,Laptop Pro,East,Customer D,4,418.36,2259.0
1235,2025-09-12,Office Chair,West,Customer J,4,535.39,2892.36
1189,2025-09-13,Office Chair,East,Customer L,6,1058.17,8579.13
1591,2025-09-13,4K Monitor,South,Customer H,6,704.22,5712.29
1494,2025-09-13,Laptop Pro,East,Customer O,9,642.65,7823.16
1031,2025-09-13,4K Monitor,North,Customer H,2,362.78,981.87
1199,2025-09-13,Office Chair,East,Customer M,7,1157.37,10968.93
1271,2025-09-14,Office Chair,South,Customer J,9,742.12,9047.42
1316,2025-09-14,Wireless Mouse,East,Customer G,1,301.69,408.87
1545,2025-09-15,Laptop Pro,East,Customer D,8,29.34,318.26
1352,2025-09-15,Laptop Pro,South,Customer L,3,462.12,1880.73
1389,2025-09-19,Laptop Pro,South,Customer D,3,1057.99,4307.91
1267,2025-09-19,Noise Cancelling Headphones,North,Customer C,8,926.17,10061.39
1485,2025-09-20,Wireless Mouse,South,Customer I,8,1069.82,11627.64
1594,2025-09-22,Webcam HD,South,Customer A,3,627.29,2557.96
1279,2025-09-22,4K Monitor,North,Customer B,8,146.53,1594.17
1479,2025-09-23,Office Chair,East,Customer M,8,813.84,8858.49
1085,2025-09-25,Wireless Mouse,South,Customer F,9,93.74,1148.45
1383,2025-09-26,Laptop Pro,East,Customer H,6,508.56,4155.76
1311,2025-09-30,Standing Desk,East,Customer H,5,547.48,3729.99
1432,2025-09-30,USB-C Hub,South,Customer E,7,927.64,8852.38
1130,2025-09-30,Wireless Mouse,North,Customer E,2,500.41,1365.06
1542,2025-10-01,Wireless Mouse,West,Customer G,1,684.63,934.25
1506,2025-10-07,Mechanical Keyboard,East,Customer L,6,542.97,4447.82
1536,2025-10-09,Laptop Pro,West,Customer E,4,580.13,3169.7
1309,2025-10-16,4K Monitor,South,Customer C,5,1068.06,7298.11
1561,2025-10-18,Wireless Mouse,East,Customer O,1,357.33,488.57
1128,2025-10-20,Laptop Pro,West,,6,418.62,3435.9
1397,2025-10-24,USB-C Hub,East,Customer L,5,389.02,2662.09
1568,2025-10-27,Standing Desk,North,,5,480.06,3286.69
1268,2025-10-27,4K Monitor,North,Customer L,9,795.37,9806.55
1109,2025-10-27,Office Chair,South,Customer H,3,1031.21,4240.18
1427,2025-10-28,Mechanical Keyboard,North,Customer F,5,930.91,6382.72
1203,2025-11-01,Mechanical Keyboard,West,Customer D,5,1045.91,7174.7
1378,2025-11-01,USB-C Hub,North,Customer H,3,262.53,1081.06
1118,2025-11-04,4K Monitor,South,Customer J,2,458.85,1260.27
1138,2025-11-07,4K Monitor,East,Customer N,5,830.6,5706.04
1528,2025-11-07,4K Monitor,South,Customer O,3,954.23,3935.12
1404,2025-11-07,Wireless Mouse,South,Customer A,4,450.83,2480.09
1066,2025-11-07,Laptop Pro,North,Customer B,3,158.41,653.9
1135,2025-11-08,Office Chair,East,Customer K,7,273.2,2632.66
1567,2025-11-09,Office Chair,North,Customer C,4,455.49,2509.38
1355,2025-11-12,Office Chair,South,Customer E,8,829.12,9139.98
1028,2025-11-13,Mechanical Keyboard,North,Customer J,1,966.06,1331.84
1058,2025-11-14,Office Chair,South,Customer M,5,320.26,2208.67
1258,2025-11-15,Laptop Pro,South,Customer L,5,817.03,5637.37
1034,2025-11-15,4K Monitor,West,Customer K,7,118.2,1142.34
1449,2025-11-17,4K Monitor,West,Customer C,9,943.09,11724.23
1122,2025-11-17,Noise Cancelling Headphones,West,Customer L,8,1069.76,11827.01
1163,2025-11-17,4K Monitor,South,Customer N,9,476.54,5929.94
1459,2025-11-18,Laptop Pro,West,Customer B,1,576.46,797.42
1598,2025-11-18,Noise Cancelling Headphones,South,Customer B,4,1074.5,5948.32
1048,2025-11-18,Noise Cancelling Headphones,South,Customer N,8,1090.52,12079.83
1296,2025-11-19,Laptop Pro,North,Customer C,2,967.13,2679.55
1547,2025-11-19,Office Chair,West,Customer G,9,438.08,5464.52
1062,2025-11-19,Wireless Mouse,West,Customer O,4,150.67,835.7
1173,2025-11-19,Noise Cancelling Headphones,North,Customer C,4,373.26,2071.31
1035,2025-11-20,Desk Lamp,East,Customer H,2,746.22,2071.48
1462,2025-11-23,Standing Desk,South,Customer N,4,1132.13,6288.52
1297,2025-11-24,Laptop Pro,South,Customer D,1,1116.14,1550.67
1328,2025-11-24,4K Monitor,North,Customer F,7,761.03,7404.73
1335,2025-11-26,Wireless Mouse,South,Customer J,9,342.26,4283.68
1212,2025-11-26,Office Chair,East,Customer J,3,563.27,2351.06
1136,2025-11-29,Laptop Pro,West,Customer G,8,1185.82,13205.16
1107,2025-11-29,Mechanical Keyboard,South,Customer K,4,961.08,5353.81
1120,2025-11-30,Wireless Mouse,East,Customer B,5,525.18,3658.72
1323,2025-11-30,Laptop Pro,East,Customer E,1,933.79,1301.69
1400,2025-12-02,Laptop Pro,East,Customer B,7,860.15,8397.3
1134,2025-12-04,Laptop Pro,East,Customer O,3,447.04,1871.3
1242,2025-12-06,Webcam HD,West,Customer D,2,757.51,2114.96
1361,2025-12-07,Office Chair,South,Customer G,7,212.84,2080.86
1228,2025-12-15,Laptop Pro,East,Customer J,1,995.61,1391.19
1473,2025-12-16,4K Monitor,North,Customer O,1,940.87,1315.33
1092,2025-12-22,Laptop Pro,East,Customer J,2,698.98,1955.28
1571,2025-12-23,Webcam HD,South,Customer F,5,1141.85,7989.14
1437,2025-12-26,Wireless Mouse,South,Customer A,4,362.57,2030.39
1162,2025-06-21,Laptop Pro,West,Customer B,9,1153.95,13478.68
1439,2025-04-27,Wireless Mouse,South,Customer F,4,628.78,3193.66
1410,2025-08-29,Laptop Pro,North,Customer E,2,32.41,86.85
1372,2025-07-04,Wireless Mouse,East,Customer C,9,72.1,846.06
1145,2024-08-18,Wireless Mouse,North,Customer G,7,61.21,485.98
1026,2024-01-26,Laptop Pro,West,Customer B,9,143.01,1306.86
1176,2025-05-04,4K Monitor,North,Customer D,6,83.31,638.39
1536,2025-10-09,Laptop Pro,West,Customer E,4,580.13,3169.7
